rmse,mae,mae_median_ratio,features_used,data_points,date_range,params
2.592625168992127,1.3269828004407036,33.17457001101759,"['avg_temp', 'year', 'month', 'day_of_week', 'day_of_year', 'week_of_year', 'rolling_mean_7', 'rolling_mean_14', 'rolling_mean_30', 'consumer_id', 'group']",11470110,2022-01-02 00:00:00 to 2024-12-31 00:00:00,"[{'objective': 'tweedie', 'tweedie_variance_power': 1.5, 'metric': 'rmse', 'boosting_type': 'gbdt', 'num_leaves': 64, 'learning_rate': 0.03, 'min_data_in_leaf': 100, 'feature_fraction': 0.7, 'bagging_fraction': 0.6, 'bagging_freq': 5, 'verbose': -1, 'force_col_wise': True}]"
