ds,yhat,yhat_lower,yhat_upper,consumer_id
2025-04-27,-6880.323362137887,-48658.111446664836,35917.317338362445,-9222139347969440576
2025-04-28,-7941.656959997249,-51158.05663263357,34604.663293699385,-9222139347969440576
2025-04-29,-5644.183063431355,-48740.96384901576,32945.19514873099,-9222139347969440576
2025-04-30,-10836.799403315505,-55661.660031489555,34815.245762574414,-9222139347969440576
2025-05-01,-3806.541673997934,-44510.37435027713,36077.10403592313,-9222139347969440576
2025-05-02,-8887.74614935983,-53177.67902934186,36186.44039781551,-9222139347969440576
2025-05-03,-3325.942602219582,-46157.67947704337,35073.407532005134,-9222139347969440576
2025-05-04,-4580.720403125233,-45779.33022306283,36259.133555698965,-9222139347969440576
2025-05-05,-4736.937815534192,-49272.16244808131,37072.246845481415,-9222139347969440576
2025-05-06,-1461.298869545338,-40528.25012239321,36449.317246724306,-9222139347969440576
2025-05-07,-5930.093257006562,-47645.22091329827,36279.68690317706,-9222139347969440576
2025-05-08,2088.3168615580234,-37672.68455935266,42708.98432738448,-9222139347969440576
2025-05-09,-2436.9237942503432,-46047.03303524379,36905.90682606874,-9222139347969440576
2025-05-10,3850.326962910268,-40003.78622862451,44722.60877366237,-9222139347969440576
2025-05-11,2991.02804442038,-33502.44140593707,44324.81028180497,-9222139347969440576
2025-05-12,3099.1523632543667,-38719.25130332808,42856.57287781823,-9222139347969440576
2025-05-13,6556.752275434134,-33849.2768956219,48266.34489032617,-9222139347969440576
2025-05-14,1876.571312077709,-37059.72888095664,45280.14098257665,-9222139347969440576
2025-05-15,9830.169458133974,-36771.072852645666,54371.84940492485,-9222139347969440576
2025-05-16,4715.779774261388,-32578.91823917556,45136.314652095425,-9222139347969440576
2025-05-17,10520.56886666768,-34143.28392112852,56496.756362503234,-9222139347969440576
2025-05-18,8818.393035818699,-34430.483991597364,52189.41996380621,-9222139347969440576
2025-05-19,7956.537443900713,-33871.24369469681,50963.28729957769,-9222139347969440576
2025-05-20,10401.465656104992,-33823.41041363885,56248.834128325994,-9222139347969440576
2025-05-21,4390.757423372666,-37343.075046085454,46061.01895107027,-9222139347969440576
2025-05-22,11270.782054318533,-32324.601345247687,56361.70450645187,-9222139347969440576
2025-05-23,4701.760815074697,-37498.95175057483,46091.43703155642,-9222139347969440576
2025-05-24,9331.750277467572,-33630.51324333421,56182.476610295715,-9222139347969440576
2025-05-25,6293.344982322888,-32962.79260237133,50695.731005925074,-9222139347969440576
2025-05-26,4188.056054188244,-33287.43541802918,44893.260169589645,-9222139347969440576
2025-05-27,5581.959858295299,-34450.29740639384,44583.78204657373,-9222139347969440576
2025-05-28,-1553.678887673353,-40965.22858168345,37816.18067388589,-9222139347969440576
2025-05-29,4704.341108726031,-35886.333632071524,48437.92675998945,-9222139347969440576
2025-05-30,-2626.8610229502374,-44383.82388454504,37292.070289860996,-9222139347969440576
2025-05-31,1749.3711310656959,-39617.15087881129,40462.36825509654,-9222139347969440576
2025-06-01,-1494.9979560455258,-38749.412553645016,40108.37335091653,-9222139347969440576
2025-06-02,-3530.345422954661,-44031.51390520947,38322.468975015094,-9222139347969440576
2025-06-03,-1723.3031745801848,-42949.43083687658,36665.08238896219,-9222139347969440576
2025-06-04,-8406.713612000567,-52375.23138307818,35332.656042044124,-9222139347969440576
2025-06-05,-1122.8900549965,-43031.51505242627,41639.43160692618,-9222139347969440576
2025-06-06,-7543.641220437087,-46605.78866924507,35208.493017885645,-9222139347969440576
2025-06-07,-1771.8083532430046,-44114.023002175716,34616.79089627783,-9222139347969440576
2025-06-08,-3645.1185733527477,-43551.17823965299,37168.34442779045,-9222139347969440576
2025-06-09,-4154.489795174471,-47707.872906414144,36222.21209778398,-9222139347969440576
2025-06-10,-646.1053018443142,-40680.38524157523,41388.29577229958,-9222139347969440576
2025-06-11,-5800.560183624449,-46177.04824072744,35424.893033229695,-9222139347969440576
2025-06-12,3335.205275047045,-40015.8704207161,45391.31902544268,-9222139347969440576
2025-06-13,-1632.8810066891176,-37739.93861578552,38547.688542327625,-9222139347969440576
2025-06-14,5766.39706451747,-37434.49885032645,48286.329739405126,-9222139347969440576
2025-06-15,5167.015037774199,-32053.69503854903,47934.774034302245,-9222139347969440576
2025-06-16,5747.50052782113,-33890.196654157684,49140.46134804935,-9222139347969440576
2025-06-17,10181.227915031368,-33261.375028512964,55808.31818624096,-9222139347969440576
2025-06-18,5448.369478462198,-36193.67399725045,44383.43488581176,-9222139347969440576
2025-06-19,15015.321070855713,-35870.57379524145,67305.1528251229,-9222139347969440576
2025-06-20,9792.92233562539,-33977.231778719484,55221.21509685848,-9222139347969440576
2025-06-21,16862.340158364732,-37071.17045989471,73625.00130503268,-9222139347969440576
2025-06-22,15373.116384902034,-35170.904713285985,66140.09869533165,-9222139347969440576
2025-06-23,14724.070579072719,-37223.69538978399,67597.9414257003,-9222139347969440576
2025-06-24,17664.75989098382,-37302.713706830626,73382.9364611435,-9222139347969440576
2025-06-25,10897.135976480664,-35253.23832706867,62017.59781753432,-9222139347969440576
2025-06-26,18464.785177682377,-34805.85009170485,77144.57771599364,-9222139347969440576
2025-06-27,10648.498119770922,-29689.811125160013,60654.048759766454,-9222139347969440576
2025-06-28,15203.890138919638,-32313.91691224217,64573.549908588844,-9222139347969440576
2025-06-29,10858.276438691913,-30978.248554773927,59310.31225839889,-9222139347969440576
2025-06-30,7288.961552562345,-34481.94395489302,51387.81437152385,-9222139347969440576
2025-07-01,7374.214683005412,-36200.5134938443,50928.5692155661,-9222139347969440576
2025-07-02,-2416.8965772465217,-42823.99839913742,33787.87507443462,-9222139347969440576
2025-07-03,2573.1845648951717,-38716.489341121654,42601.43350649094,-9222139347969440576
2025-07-04,-7977.735158816417,-51886.07271722658,35020.93499005349,-9222139347969440576
2025-07-05,-5623.158818918349,-46167.35469621017,34481.76956748541,-9222139347969440576
2025-07-06,-12052.843441133413,-61233.36866597874,36014.39707713496,-9222139347969440576
2025-07-07,-17317.477954053822,-73577.36249034927,37773.59652544719,-9222139347969440576
2025-07-08,-18428.239427055094,-78171.02248292415,36618.33776314379,-9222139347969440576
2025-07-09,-29178.51641606634,-105855.37188678852,42508.60242369773,-9222139347969440576
2025-07-10,-24337.190706627793,-93454.46693161018,37433.33403803635,-9222139347969440576
2025-07-11,-34879.80908894964,-123857.1213711161,46863.84838543369,-9222139347969440576
2025-07-12,-31728.167011832764,-112241.2499929935,47342.411052090996,-9222139347969440576
2025-07-13,-37055.66352345185,-131632.83899736404,49273.67203571898,-9222139347969440576
2025-07-14,-40713.3208407878,-145661.1534322047,54913.42976606139,-9222139347969440576
2025-07-15,-39678.070575305785,-138091.7596891029,52504.72189568099,-9222139347969440576
2025-07-16,-48084.1036029681,-163208.732352164,54982.7710753236,-9222139347969440576
2025-07-17,-40205.115854122814,-145271.5232693875,55424.776626812825,-9222139347969440576
2025-07-18,-47746.37987431695,-169408.74294817643,60178.73519766747,-9222139347969440576
2025-07-19,-41070.3504755401,-141227.98722444198,60538.66842012179,-9222139347969440576
2025-07-20,-42900.514150558156,-151780.76093890957,55421.155233930906,-9222139347969440576
2025-07-21,-42946.97256822251,-155041.56580513765,61365.645708663884,-9222139347969440576
2025-07-22,-38201.86944479435,-141875.58826767482,53901.59252540717,-9222139347969440576
2025-07-23,-43179.01098800668,-152943.87486025534,59363.748879195344,-9222139347969440576
2025-07-24,-31683.992198947395,-118863.52441769159,50382.84506081529,-9222139347969440576
2025-07-25,-36166.388965768354,-125768.03926128153,48744.196620012175,-9222139347969440576
2025-07-26,-26430.934487114348,-99586.04401216195,44366.001373914005,-9222139347969440576
2025-07-27,-25739.754850380144,-97975.92239329017,43040.34127804164,-9222139347969440576
2025-07-28,-23637.75658966106,-94617.41201174457,41092.75615989837,-9222139347969440576
2025-07-29,-17095.77872951436,-75711.99557484561,35530.19774219067,-9222139347969440576
2025-07-30,-20959.39909819962,-84862.63411838374,38477.672324980784,-9222139347969440576
2025-07-31,-8508.164331590058,-56800.06704060163,36330.27242153347,-9222139347969440576
2025-08-01,-12869.402019580195,-65060.87118235209,37200.9431129304,-9222139347969440576
2025-08-02,-3216.704310391936,-45635.89162558805,37682.120093144746,-9222139347969440576
2025-08-03,-3272.4766851569466,-45191.40520163697,37610.22956242854,-9222139347969440576
2025-08-04,-2335.1953861127254,-44070.843896245846,38349.07154838768,-9222139347969440576
2025-08-05,2727.5667987455704,-40070.83590971876,43016.68938200859,-9222139347969440576
2025-08-06,-3181.024338316703,-45517.669399168306,36658.140565790956,-9222139347969440576
2025-08-07,7262.464687178709,-37303.5245215083,55058.376247406544,-9222139347969440576
2025-08-08,324.2601424642168,-39776.32065934146,40445.4842622578,-9222139347969440576
2025-08-09,7525.698678940473,-36841.02450309936,53272.08201586868,-9222139347969440576
2025-08-10,4738.6775341070515,-35331.44609062452,49049.48834809012,-9222139347969440576
2025-08-11,2955.0904340370444,-40040.939359200354,46607.371900053105,-9222139347969440576
2025-08-12,5442.782737050498,-37016.03886753899,48678.624565311016,-9222139347969440576
2025-08-13,-3126.7934104492315,-42424.902137278696,37073.545877723096,-9222139347969440576
2025-08-14,5179.2351874336,-37674.221504740875,48446.42529734835,-9222139347969440576
2025-08-15,-3986.087553408697,-46634.19351577641,35690.18439483855,-9222139347969440576
2025-08-16,1573.824244976203,-35608.436872169324,41535.21332932915,-9222139347969440576
2025-08-17,-2706.841335967017,-44422.88718648356,38604.76960158974,-9222139347969440576
2025-08-18,-5589.211659315211,-47105.84218388855,35637.84206545213,-9222139347969440576
2025-08-19,-3723.524549156804,-44425.84920945054,35438.02222186284,-9222139347969440576
2025-08-20,-12732.103645764382,-62858.43655352589,36888.677157851176,-9222139347969440576
2025-08-21,-4141.472268443309,-45848.12868587885,36967.821576390845,-9222139347969440576
2025-08-22,-12985.405280337602,-66415.94167997366,34959.10619147076,-9222139347969440576
2025-08-23,-6468.398716811408,-52780.76815279904,34731.56768679143,-9222139347969440576
2022-01-05,-1882.4126826599834,-95991.03975374399,87639.66322535419,-9221461375508465680
2022-01-06,-8398.7889520291,-100062.76526795825,85872.52714118143,-9221461375508465680
2022-01-09,-1429.9919493131733,-100318.0989911476,91602.27621280879,-9221461375508465680
2022-01-10,-1977.0097609451382,-90447.57288193874,95722.56961654867,-9221461375508465680
2022-01-11,-1049.3249958558458,-97078.95473742955,89947.02699134553,-9221461375508465680
2022-01-14,-12970.230910499951,-106762.57344735872,80726.66466142719,-9221461375508465680
2022-01-16,-3336.6234852230746,-94406.22104305634,86184.12362146573,-9221461375508465680
2022-01-17,-3913.0237433169877,-95866.1381208083,83276.76972213233,-9221461375508465680
2022-01-19,-4753.909983709216,-95362.01440559514,79523.72456242268,-9221461375508465680
2022-01-22,-3545.8284853080677,-96829.56075262131,88442.67604383556,-9221461375508465680
2022-01-24,-4792.506579022373,-98540.7617489045,91123.80041829956,-9221461375508465680
2022-01-25,-3778.90965562221,-95437.6555405259,89832.05589997007,-9221461375508465680
2022-01-26,-5016.2519032156915,-100221.5051921249,84064.23559872295,-9221461375508465680
2022-01-27,-9815.714369544006,-99422.94199672257,83131.99226351538,-9221461375508465680
2022-01-29,-3113.583203177953,-100782.45109482025,86739.41921461646,-9221461375508465680
2022-01-30,-3739.266158480078,-96169.77303915781,88054.42049966891,-9221461375508465680
2022-01-31,-3769.5441850519264,-99859.32158475732,87538.9713262701,-9221461375508465680
2022-02-01,-2667.4216594079985,-91152.14699587443,87023.91417796136,-9221461375508465680
2022-02-02,-3612.21663784493,-93624.44957320469,78771.3795172125,-9221461375508465680
2022-02-03,-7765.639121007993,-96363.93867263221,82369.1986162512,-9221461375508465680
2022-02-04,-10062.274892589749,-99204.44987545669,83748.88685838753,-9221461375508465680
2022-02-05,-1628.668434572501,-91670.50913482808,88112.17131602304,-9221461375508465680
2022-02-06,-2156.1665015768317,-103641.48677302025,86886.0619537788,-9221461375508465680
2022-02-07,-2184.46064090388,-95031.98535186777,86249.74003201484,-9221461375508465680
2022-02-08,-1239.407931170719,-92084.3381947237,93482.18283898376,-9221461375508465680
2022-02-10,-5855.094455157503,-93877.24382273856,86115.31421011314,-9221461375508465680
2022-02-11,-7951.336813400625,-99288.45696976253,85577.80459588014,-9221461375508465680
2022-02-12,-654.7277111878469,-87119.26489320835,94696.84731846,-9221461375508465680
2022-02-13,-1227.8682750621733,-87125.99981690841,96148.7365165678,-9221461375508465680
2022-02-14,-1366.9769068459614,-89112.58067465478,84189.52467085232,-9221461375508465680
2022-02-15,-659.9046706307037,-93151.4041074192,93812.69212204647,-9221461375508465680
2022-02-16,-1540.9208279477239,-90148.86325110555,90071.72914085521,-9221461375508465680
2022-02-18,-6747.896337107344,-99371.46528827683,81695.27567352327,-9221461375508465680
2022-02-19,-553.8467794950656,-90561.31605004953,85202.93564743332,-9221461375508465680
2022-02-20,-1116.524097207834,-88557.1581638202,87162.92921640842,-9221461375508465680
2022-02-21,-1292.6398217630187,-94264.73603251326,81313.62319433287,-9221461375508465680
2022-02-22,-736.2506990835985,-81921.73937347904,92857.53267506606,-9221461375508465680
2022-02-23,-1513.5137577923886,-93827.56457015485,89585.51662336702,-9221461375508465680
2022-02-24,-4325.279408203637,-96920.2684251093,85003.45504379945,-9221461375508465680
2022-02-25,-5899.7007138207655,-93105.106340924,87581.83157599372,-9221461375508465680
2022-02-26,-708.1491152641528,-89652.43233077916,84692.51990296663,-9221461375508465680
2022-02-27,-1165.934198235377,-88767.30240931717,89747.87505812378,-9221461375508465680
2022-02-28,-1292.8241026833239,-96547.95887800666,89161.38646186411,-9221461375508465680
2022-03-01,-811.0470629749641,-97342.35346120573,94251.77934364665,-9221461375508465680
2022-03-03,-3670.856395954407,-93356.53575337934,92886.27430061871,-9221461375508465680
2022-03-04,-4893.157684083355,-100320.67939259532,82474.97272357706,-9221461375508465680
2022-03-05,-676.2122565003234,-97549.70302114348,89654.4748859364,-9221461375508465680
2022-03-06,-1012.4139914514931,-89090.9778388995,86555.79556827848,-9221461375508465680
2022-03-07,-1083.393219265953,-89344.05386996859,97029.65890752025,-9221461375508465680
2022-03-08,-678.0834676168932,-94632.14167258114,91462.59955192581,-9221461375508465680
2022-03-10,-2831.3817433602508,-89389.6455566756,86669.72958628008,-9221461375508465680
2022-03-11,-3719.021453966805,-89983.68069475832,84457.94735283348,-9221461375508465680
2022-03-13,-730.6195628886595,-91867.71877950708,94888.86869815657,-9221461375508465680
2022-03-14,-765.0025804313123,-91842.71780866176,84406.79603536666,-9221461375508465680
2022-03-15,-453.98754029552515,-94099.49791101503,89819.4880618876,-9221461375508465680
2022-03-17,-1929.9861186376645,-95222.48829713056,89235.86269888542,-9221461375508465680
2022-03-19,-274.2489094595239,-91683.35198738113,93351.89363803544,-9221461375508465680
2022-03-20,-414.6919885010618,-96565.9814860616,86577.03992922971,-9221461375508465680
2022-03-22,-208.81154552200275,-95554.58618230917,89261.8196792145,-9221461375508465680
2022-03-23,-377.56977000272053,-87759.60112733116,97271.45385080976,-9221461375508465680
2022-03-24,-1022.5908234164509,-90455.15165565339,86973.8597654333,-9221461375508465680
2022-03-25,-1273.0543901675876,-85196.46278803502,88130.82870623787,-9221461375508465680
2022-03-26,-68.28700854338301,-92968.98602788852,88338.81655329371,-9221461375508465680
2022-03-28,-119.67347931259394,-86707.31649473512,85934.55513714034,-9221461375508465680
2022-03-29,-28.190780712289055,-86199.36439421779,95370.64348803346,-9221461375508465680
2022-03-30,-79.261096742518,-85356.51054842907,82730.2708046172,-9221461375508465680
2022-04-01,-173.2666837291624,-98065.04646808279,90655.58213843423,-9221461375508465680
2022-04-03,7.661516711062698,-94667.4302188416,87720.13366136608,-9221461375508465680
2022-04-04,23.538216146761773,-88566.98050610398,87873.78354843693,-9221461375508465680
2022-04-05,-4.084560086085345,-90298.68642997435,92749.65444042621,-9221461375508465680
2022-04-06,70.1110366007436,-92133.74023472604,95795.07234962689,-9221461375508465680
2022-04-08,820.0820948263614,-90111.51906430739,90277.40317814276,-9221461375508465680
2022-04-10,119.32671675001576,-85994.25541562164,93163.0256349905,-9221461375508465680
2022-04-12,112.66824831958405,-97063.39178897467,88627.2344476912,-9221461375508465680
2022-04-14,1360.570334733533,-91912.62568943917,92162.97531587667,-9221461375508465680
2022-04-15,2123.190540504344,-89789.49713400911,96237.27456383598,-9221461375508465680
2022-04-16,380.34893461876214,-91246.48013639692,97250.28175695342,-9221461375508465680
2022-04-17,683.3516753208754,-91685.16073718065,84886.38692850978,-9221461375508465680
2022-04-18,883.4128847281864,-88571.23849444815,85655.5680443611,-9221461375508465680
2022-04-20,1291.83691607018,-86067.04662066765,90655.89747484116,-9221461375508465680
2022-04-21,2885.6070631568487,-85284.78867334843,92217.52457621538,-9221461375508465680
2022-04-22,4043.3831233443125,-87673.96796508536,92969.63445912521,-9221461375508465680
2022-04-24,1796.1262580803384,-91095.94334359656,86772.78974711783,-9221461375508465680
2022-04-25,2050.048288069298,-92455.80629106464,104678.01383642471,-9221461375508465680
2022-04-27,2477.6374817394044,-83639.06806465173,95194.33062201936,-9221461375508465680
2022-04-28,4553.661375595427,-80862.45846687561,97262.36930992699,-9221461375508465680
2022-04-29,5958.720827574129,-81715.36050116047,99672.33128870607,-9221461375508465680
2022-04-30,2167.877535414688,-85292.6072051836,89491.87578991656,-9221461375508465680
2022-05-01,2578.5470696349507,-93678.85186090993,101335.09503840283,-9221461375508465680
2022-05-03,2271.339246444928,-89680.95390249496,95984.45045708206,-9221461375508465680
2022-05-04,2853.7058704011324,-89820.79410795718,89510.27660185228,-9221461375508465680
2022-05-05,5279.556709200569,-88351.44657870036,89816.4187086106,-9221461375508465680
2022-05-06,6823.754740761538,-84721.06479462731,101676.90847199365,-9221461375508465680
2022-05-07,1851.20644706276,-86166.01572526195,93458.42215085278,-9221461375508465680
2022-05-08,2190.0789110877827,-84518.85607813532,100559.66281236945,-9221461375508465680
2022-05-10,1546.8862239184948,-93083.55188415921,89040.87663858022,-9221461375508465680
2022-05-11,2180.557682293856,-91970.75820545685,87354.19481577337,-9221461375508465680
2022-05-12,5085.956264295222,-83099.43464566281,92925.56805701062,-9221461375508465680
2022-05-13,6942.841925514108,-81975.99246592837,94796.52214028942,-9221461375508465680
2022-05-14,1003.0539524090616,-88195.14567909244,87638.12988249092,-9221461375508465680
2022-05-15,1520.920784954503,-91381.28659019279,87982.39442612213,-9221461375508465680
2022-05-17,1125.906623140803,-93269.40720866753,96583.10575302776,-9221461375508465680
2022-05-19,5832.018577956377,-94473.75360107681,94552.11054694014,-9221461375508465680
2022-05-21,1698.4851884397692,-81085.98343503795,92725.11410339565,-9221461375508465680
2022-05-23,3229.2487787741557,-89798.76874962982,93416.1028108751,-9221461375508465680
2022-05-24,2893.5209076262213,-88453.00210433095,96176.7074785673,-9221461375508465680
2022-05-25,4365.3857873674515,-87427.89401326465,99420.04882391178,-9221461375508465680
2022-05-26,8900.652768219781,-86066.8871215796,103406.90285729287,-9221461375508465680
2022-05-27,11960.560573844245,-78272.9758498847,98315.47509145329,-9221461375508465680
2022-05-28,4543.706453011443,-95740.03231380187,96901.64298370632,-9221461375508465680
2022-05-29,5731.864779908217,-89522.91352117836,98851.69567963462,-9221461375508465680
2022-05-30,6396.442172166349,-86129.44367853964,99151.79966272078,-9221461375508465680
2022-05-31,5940.113640007174,-81210.06437360699,92207.72950261149,-9221461375508465680
2022-06-01,7442.15715978311,-86273.17937593405,95091.73562275867,-9221461375508465680
2022-06-03,15395.529960640213,-78513.78011419959,107686.77695374103,-9221461375508465680
2022-06-05,7411.409003256594,-85357.28895938922,95984.54527522826,-9221461375508465680
2022-06-06,7570.144717474401,-92530.6091365184,96541.9679772181,-9221461375508465680
2022-06-07,6418.120320758925,-81938.6740475218,96094.9043256122,-9221461375508465680
2022-06-08,7418.678318900772,-88497.41514807518,98002.0936061222,-9221461375508465680
2022-06-09,12145.620893747946,-78729.93894041276,98594.36173044256,-9221461375508465680
2022-06-11,4413.530755480311,-83450.46839502305,88558.81263957694,-9221461375508465680
2022-06-12,4704.473761147485,-82067.50016776306,99932.93612637921,-9221461375508465680
2022-06-13,4335.556618716155,-95863.25024809079,92714.0198665622,-9221461375508465680
2022-06-14,2613.3828800892793,-81545.29622005635,89859.4279684664,-9221461375508465680
2022-06-15,3393.3473045749192,-90091.29817835189,95501.37995161465,-9221461375508465680
2022-06-17,11401.757295125639,-81218.39719519828,103788.54463060209,-9221461375508465680
2022-06-20,800.2797261047791,-87547.80282715971,90760.16544332757,-9221461375508465680
2022-06-21,-364.97311571445266,-88354.63325625616,89306.24668730378,-9221461375508465680
2022-06-22,1404.4390634683018,-90114.03657783485,98277.48176587565,-9221461375508465680
2022-06-23,8000.691210301187,-79664.10715589343,101501.8097164838,-9221461375508465680
2022-06-25,1495.8864536483757,-88588.99560760621,91927.03355690638,-9221461375508465680
2022-06-26,3750.4493214749104,-86335.41233397022,94962.12584260125,-9221461375508465680
2022-06-27,5516.636533528878,-82054.4352648917,95258.74268435777,-9221461375508465680
2022-06-28,5940.656667960836,-85359.34477194793,98659.46761114597,-9221461375508465680
2022-06-30,18435.424437485344,-67879.36123377977,103727.19016667221,-9221461375508465680
2022-07-04,21483.19403255471,-71251.70770698719,116742.2110364519,-9221461375508465680
2022-07-05,23402.925339266152,-69755.63988704425,115215.97684383354,-9221461375508465680
2022-07-06,28717.544597552816,-59636.16170200478,121350.02383475777,-9221461375508465680
2022-07-07,39878.23055961679,-45981.99803080303,136608.31638596297,-9221461375508465680
2022-07-08,48344.51248349832,-43221.68293281903,134449.97085155125,-9221461375508465680
2022-07-11,44638.503832866365,-39452.78899632435,138220.3150001674,-9221461375508465680
2022-07-12,45661.87449406042,-46430.336838113486,133634.91637569867,-9221461375508465680
2022-07-13,50342.55253573667,-40445.97894116126,139074.3697461963,-9221461375508465680
2022-07-14,61583.28846455967,-36727.84189953879,154617.55352876434,-9221461375508465680
2022-07-15,69055.67976220502,-18764.10893725561,162828.51395245572,-9221461375508465680
2022-07-17,54021.43277040092,-31633.23930511887,142716.3738973227,-9221461375508465680
2022-07-18,54436.27561808846,-34541.45181141884,141512.34676273668,-9221461375508465680
2022-07-19,51754.46548429128,-34726.580567397534,139462.81527989465,-9221461375508465680
2022-07-21,62272.433821864215,-28143.262699187322,151912.21377937897,-9221461375508465680
2022-07-22,66856.53353894784,-25335.914168009567,158348.5044840378,-9221461375508465680
2022-07-23,42859.68429272793,-60134.17827800402,127744.74426867554,-9221461375508465680
2022-07-24,41520.30278616788,-48987.62479464577,132037.85845329647,-9221461375508465680
2022-07-25,38479.43860081517,-52591.16803184555,133301.37930763347,-9221461375508465680
2022-07-26,32226.893698050742,-59694.299375261384,119532.49523923884,-9221461375508465680
2022-07-27,31193.97215893984,-53818.465343002266,121484.23060538228,-9221461375508465680
2022-07-28,39424.708027685556,-58208.29184059277,130895.21407223927,-9221461375508465680
2022-07-29,43063.218898549705,-43661.743318458306,127559.0386018308,-9221461375508465680
2022-07-30,14491.7737825183,-76965.13764045564,111857.8406988037,-9221461375508465680
2022-07-31,12554.356694197048,-70972.72361469289,100501.0057215139,-9221461375508465680
2022-11-17,231350.00571565036,132143.88933740326,323989.2302640404,-9221461375508465680
2022-11-18,246036.75046333653,160900.63118975845,340213.4960953995,-9221461375508465680
2022-11-19,155947.87761632307,68786.60559556956,249295.6730027835,-9221461375508465680
2022-11-20,150549.13863141273,55803.77400348102,235840.03333125796,-9221461375508465680
2022-11-22,117816.24693153262,31217.083899547906,201453.89863853256,-9221461375508465680
2022-11-23,115018.48875747772,24613.418173375714,214159.2674079634,-9221461375508465680
2022-11-24,143971.78876524698,52839.26939669026,239399.21539142172,-9221461375508465680
2022-11-25,156727.489949534,59866.63073827398,249293.82256841369,-9221461375508465680
2022-11-26,61923.05037465924,-35458.035807356566,157043.0062611577,-9221461375508465680
2022-11-28,48108.83092255829,-37248.85833393005,136663.30345384844,-9221461375508465680
2022-11-29,29368.82041484863,-60727.573961457,127154.40216608593,-9221461375508465680
2022-11-30,31688.63880547861,-64036.13930546426,122849.91496204387,-9221461375508465680
2022-12-03,-1772.6358384492994,-96119.70463340712,91617.5438096217,-9221461375508465680
2022-12-04,1888.401378966161,-88513.24531382987,101117.26866928684,-9221461375508465680
2022-12-05,1441.5820784998518,-89018.6399609284,91285.89597421153,-9221461375508465680
2022-12-06,-8965.370719425053,-100419.26329206784,89607.49166135353,-9221461375508465680
2022-12-09,77144.69498065124,-14060.086072338412,164074.3883119894,-9221461375508465680
2022-12-10,-8022.466616184866,-102492.73951826141,76585.23986104304,-9221461375508465680
2022-12-11,2237.0755504252434,-89844.42778351458,95089.34490902627,-9221461375508465680
2022-12-12,7398.95664542591,-88117.00231322738,95416.56948512638,-9221461375508465680
2022-12-14,16528.174038777426,-79603.39884383962,101171.00080484457,-9221461375508465680
2022-12-15,65440.73485078663,-25562.064545086636,157773.58665809082,-9221461375508465680
2022-12-17,10884.095272638457,-83594.26607175315,106690.36044104087,-9221461375508465680
2022-12-19,25115.836976222796,-62189.06214521795,110703.84977440152,-9221461375508465680
2022-12-20,17500.684178115374,-75965.45161452568,106728.15007532455,-9221461375508465680
2022-12-22,76889.80936087521,-17334.289627419774,166230.7084506266,-9221461375508465680
2022-12-23,104740.87758378682,20137.21157663729,200287.68839990973,-9221461375508465680
2022-12-24,15828.95843141065,-79558.48933489702,104109.15903147885,-9221461375508465680
2022-12-25,22833.752693134706,-64085.189216112696,111521.63323537566,-9221461375508465680
2022-12-26,23982.965272371315,-66654.22475396784,114419.91861346553,-9221461375508465680
2022-12-28,23919.138400818145,-72129.64752281691,119896.95886604098,-9221461375508465680
2022-12-30,95186.28577951992,-3321.625299030785,192663.82028818285,-9221461375508465680
2023-01-04,13776.61159529304,-87514.11577528654,103551.69305898706,-9221461375508465680
2023-01-06,89010.2770846254,2214.4719606175618,178762.5756032995,-9221461375508465680
2023-01-07,-17.509120414975122,-88769.21853656338,89012.10754047468,-9221461375508465680
2023-01-08,9050.4081437825,-92257.08690478267,101736.3871788189,-9221461375508465680
2023-01-09,12896.494220353208,-75501.65501907657,104345.99430986929,-9221461375508465680
2023-01-11,19913.933923948538,-69527.90331029307,111379.39538384207,-9221461375508465680
2023-01-12,69524.82949515487,-19030.632143835865,155882.1378719707,-9221461375508465680
2023-01-15,24129.880135653297,-72321.60993293166,109622.51172102986,-9221461375508465680
2023-01-22,39931.10602769811,-50613.125299409294,131616.9206842246,-9221461375508465680
2023-01-24,35286.8754361315,-52929.90960106408,118876.20489501643,-9221461375508465680
2023-01-26,96200.94091174043,5963.3283098706215,181856.0978683353,-9221461375508465680
2023-01-28,32759.90660327491,-60653.640099717326,120256.23203516623,-9221461375508465680
2023-01-30,41314.189259275,-55989.6381136037,129905.76210617303,-9221461375508465680
2023-02-05,27490.09317753841,-59927.64657840911,113848.73178500353,-9221461375508465680
2023-02-06,28171.335012559142,-68143.91808706598,117853.28850331761,-9221461375508465680
2023-02-08,28105.2024264865,-58363.0257032643,123627.3741148405,-9221461375508465680
2023-02-09,75269.35973235186,-15329.169069638408,165178.78013608267,-9221461375508465680
2023-02-10,103452.07281315087,17634.03878639109,194419.652168883,-9221461375508465680
2023-02-11,9661.725753611368,-76418.88897471636,102429.57414072048,-9221461375508465680
2023-02-14,9487.618917052412,-80227.25844574784,95370.57884702733,-9221461375508465680
2023-02-15,22079.69722432819,-70983.63977234364,115021.37685152443,-9221461375508465680
2023-02-16,71082.44029008325,-22139.03215245003,153047.6553972885,-9221461375508465680
2023-02-18,7954.153299792459,-81971.49841873188,97604.69328051334,-9221461375508465680
2023-02-20,20141.012090726454,-71810.81101031587,108876.08978093787,-9221461375508465680
2023-02-21,11392.210725985224,-80312.14391769274,101447.77134180449,-9221461375508465680
2023-02-24,105636.59688597958,15722.740878975746,190738.26504555403,-9221461375508465680
