group,rmse,mae,mae_median_ratio,features_used,data_points,date_range,params
1,3.614119173986152,2.9832100071678878,6.960276951505448,"['avg_temp', 'year', 'month', 'day_of_week', 'day_of_year', 'week_of_year', 'rolling_mean_7', 'rolling_mean_14', 'rolling_mean_30']",1093,2022-01-04 00:00:00 to 2024-12-31 00:00:00,"[{'objective': 'tweedie', 'tweedie_variance_power': 1.5, 'metric': 'rmse', 'boosting_type': 'gbdt', 'num_leaves': 128, 'learning_rate': 0.02, 'min_data_in_leaf': 50, 'feature_fraction': 0.7, 'bagging_fraction': 0.6, 'bagging_freq': 5, 'verbose': -1, 'force_col_wise': True}]"
