rmse,mae,mae_median_ratio,features_used,data_points,date_range,params
0.2726709870483751,0.20542248916676306,3.152360108363682,"['avg_temp', 'year', 'month', 'day_of_week', 'day_of_year', 'week_of_year', 'rolling_mean_7', 'rolling_mean_14', 'rolling_mean_30']",1095,2022-01-02 00:00:00 to 2024-12-31 00:00:00,"[{'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'num_leaves': 31, 'learning_rate': 0.05, 'min_data_in_leaf': 20, 'feature_fraction': 0.9, 'bagging_fraction': 0.8, 'bagging_freq': 5, 'verbose': -1, 'force_col_wise': True}]"
